CHSI_County_Name,CHSI_State_Name,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare (elderly age 65+),Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
Spartanburg,South Carolina,14,27.9,76.8,25.1,28.3,25.3,8.2,34411,31904,9699,87.7,30.7,1,2
Sumter,South Carolina,7,27.6,75.7,27.5,26.9,24.1,9.7,16527,11741,2768,54,30.3,1,2
Union,South Carolina,50,32.4,82.3,31.9,42.5,28.5,12.5,3700,4507,1563,70.1,21,2,2
Williamsburg,South Carolina,51,28.9,73.6,39.5,-1111.1,24,10.9,7654,4138,1586,25.4,11.3,1,1
York,South Carolina,14,23,75.9,22.2,27.1,25.1,7.6,21427,18656,3845,50.5,26.3,1,2
Aurora,South Dakota,82,32.1,82.7,24.3,34.1,14.6,7,504,576,47,0,34.5,1,2
Beadle,South Dakota,58,25.2,81.7,25.1,27.8,20.3,7.7,1561,3139,437,94.4,50.3,2,2
Bennett,South Dakota,86,22.4,80.3,22.7,33.4,28.8,5.1,864,371,58,0,27.9,1,1
Bon Homme,South Dakota,58,27.9,73.8,22.3,31.4,16,6,689,1438,95,56.4,56.4,2,1
Brookings,South Dakota,28,19.5,82.3,21.2,17.3,18.2,3.9,2099,2970,335,56.9,32,2,2
Brown,South Dakota,26,21.9,82.3,24.9,23.7,20.3,6.7,3166,5680,669,77.8,60.5,2,2
Brule,South Dakota,40,29.7,78.9,26.1,29.2,18.6,10.2,771,892,116,135,38.6,2,2
Buffalo,South Dakota,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,587,103,36,47.6,47.6,2,2
Butte,South Dakota,85,28.1,78.1,25.4,27.5,25,8,1668,1437,243,42.9,42.9,2,2
Campbell,South Dakota,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,308,647,48,0,0,2,1
Charles Mix,South Dakota,74,25.1,80.5,28.7,27.5,21.2,10.1,1755,1535,144,21.8,32.6,2,1
Clark,South Dakota,84,-1111.1,74.3,22.9,31.2,15.8,6.1,555,887,62,0,26.3,2,1
Clay,South Dakota,44,16.3,78.3,22.8,19.9,18.5,3.9,1381,1299,164,84.6,30.8,2,2
Codington,South Dakota,31,23.8,82.1,23,21.7,23.8,5,1959,3828,542,100,53.8,2,2
Corson,South Dakota,86,34.2,82.4,38.3,23.8,28.5,13.8,1331,862,114,0,22.9,1,2
Custer,South Dakota,80,24,76.5,18.7,30.9,20.1,6.7,966,1237,199,88.6,25.3,2,2
Davison,South Dakota,60,25.5,82.1,20.2,21.4,21.8,6.9,1498,3082,471,101.2,53.3,2,2
Day,South Dakota,84,27.4,73.1,24,31.2,19.4,4.9,797,1372,105,69.5,34.7,2,1
Deuel,South Dakota,58,22.4,78.6,21.2,22.6,16.7,7.7,476,879,65,46.6,23.3,2,1
Dewey,South Dakota,86,25.9,79.4,31.4,25.7,38.9,12.1,1701,567,95,64.9,16.2,1,1
Douglas,South Dakota,43,32.9,81.7,18.7,23.3,17,6.2,456,757,45,30.2,30.2,2,2
Edmunds,South Dakota,81,32.5,86,30.4,38.4,14.5,9,534,869,43,24.3,0,2,1
Fall River,South Dakota,84,22.8,77.9,25,34.4,19.7,10.9,1097,1643,365,95.2,54.4,2,2
Faulk,South Dakota,81,32.4,-1111.1,23.1,-1111.1,10.4,6.3,336,639,35,0,0,2,1
Grant,South Dakota,40,28.6,75,25,31.4,16.5,7,497,1465,164,67.7,40.6,2,2
Gregory,South Dakota,88,31.7,81.6,26.3,31.5,17.2,8.5,931,1146,80,93.2,23.3,2,2
Haakon,South Dakota,82,30.9,82.6,20.3,31.9,13,11.3,365,420,25,156.9,52.3,2,2
Hamlin,South Dakota,40,24.5,77.7,23.4,23.8,23.3,5.1,676,974,77,0,0,1,1
Hand,South Dakota,84,34.5,76.8,27.5,31,12.3,8.9,443,740,40,90.7,30.2,2,2
Hanson,South Dakota,40,23.9,82.2,23.3,-1111.1,21.6,4.4,330,523,38,0,0,2,2
Harding,South Dakota,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,282,184,19,0,0,2,1
Hughes,South Dakota,38,19.7,80.3,23.9,27.7,17.3,6.8,1776,2095,261,100.7,53.3,1,2
Hutchinson,South Dakota,58,28.2,73.9,21.9,25,13.1,5.7,809,1900,103,105.5,26.4,2,2
Hyde,South Dakota,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,258,341,18,0,62,1,1
Jackson,South Dakota,86,22.7,75.8,-1111.1,-1111.1,20.2,12.2,776,328,44,0,35,2,1
Jerauld,South Dakota,81,32.7,74,26.4,29.8,14.3,6.2,270,548,20,93.6,46.8,1,2
Jones,South Dakota,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,225,218,15,0,0,1,1
Kingsbury,South Dakota,58,37.5,82.2,30.3,34.4,17.3,7.4,583,1393,111,72.3,36.2,1,1
Lake,South Dakota,59,25.6,83.7,23.5,25.1,22.5,5.6,751,1811,194,63.4,36.2,2,2
Lawrence,South Dakota,39,17,78.1,14.5,23.4,20.5,6.2,2543,3207,518,125,35.7,2,2
Lincoln,South Dakota,38,19.8,83.9,18.9,18.7,20.6,4.3,1873,1739,177,104.9,18,2,1
Lyman,South Dakota,86,31.1,74,29.3,17.5,30.4,7.2,757,497,60,0,0,1,1
McCook,South Dakota,58,23.1,81,22.9,24.2,15.9,6.2,597,1033,107,50.6,33.7,2,2
McPherson,South Dakota,84,23.3,-1111.1,26.6,35.8,16,12.8,339,511,26,76.4,38.2,2,1
Marshall,South Dakota,81,33.2,80,31.1,32.4,20,7.4,556,922,67,45.3,22.6,2,2
Meade,South Dakota,78,20.5,83.2,21.5,26.3,22.3,5,3268,2773,614,44.7,28.4,1,2
Mellette,South Dakota,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,556,253,26,0,0,1,1
Miner,South Dakota,84,34.5,77.4,24.8,-1111.1,14.4,11.8,351,615,46,0,38.7,1,1
Minnehaha,South Dakota,11,20,82.1,21.7,22.6,22.3,5.3,12120,17837,2803,126.8,45.6,1,2
Moody,South Dakota,40,21.2,77.5,25.8,25.7,22.5,8.8,734,850,84,0,45.2,2,2
Pennington,South Dakota,20,20.2,77.8,19,23.8,23.2,5.4,11348,10959,2140,93,71.6,1,2
Perkins,South Dakota,84,31.8,78,21.3,28.2,13.7,7.4,643,754,64,0,33.1,1,2
Potter,South Dakota,81,31.8,80.1,22.2,28.2,23.1,9.6,315,711,37,170.1,85.1,1,2
Roberts,South Dakota,74,31.1,80.1,26.9,30.7,27.6,9,1910,1594,155,59.7,29.9,2,2
Sanborn,South Dakota,81,32.1,-1111.1,26.2,-1111.1,19.3,3.9,391,529,56,0,0,1,2
Shannon,South Dakota,86,21.7,77.3,29.7,21.1,42.4,9.8,4000,630,259,43.9,43.9,2,1
Spink,South Dakota,84,26.1,78.5,27.8,31.8,19.1,8.6,863,1447,237,29,43.5,2,2
Stanley,South Dakota,78,26,84.9,25.3,31.1,19.1,8.7,365,326,47,0,0,1,2
Sully,South Dakota,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,218,223,16,0,0,1,2
Todd,South Dakota,66,29.8,75.2,36.4,26.4,39.9,13.7,3053,426,123,40.5,10.1,1,1
Tripp,South Dakota,88,30.7,79.7,29.4,23.4,18.9,7.1,1059,1183,104,82.4,49.5,2,2
Turner,South Dakota,54,25,81.8,19.6,23.1,25.4,5.7,772,1632,125,11.7,23.5,2,1
Union,South Dakota,57,23.1,83.1,23.7,23.8,18.3,5.7,765,1928,170,81.7,14.9,1,2
Walworth,South Dakota,61,26.7,74.7,26.5,23.4,24.8,6.8,803,815,45,91,54.6,2,2
Yankton,South Dakota,60,21.3,76.4,23,26.2,21.1,7.4,1768,3093,459,138.1,41.4,2,2
Ziebach,South Dakota,86,31.1,88,36,-1111.1,34.4,10.3,718,127,24,0,0,2,1
Anderson,Tennessee,21,32.6,71.2,25.3,34.7,25.4,12.4,7393,11174,2505,88.4,63.5,2,2
Bedford,Tennessee,30,30.3,-1111.1,19.4,25.6,-1111.1,6.3,6039,4787,1004,33.2,21.3,2,2
Benton,Tennessee,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,2634,2953,674,24.3,18.2,2,2
Bledsoe,Tennessee,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1978,1200,345,7.7,7.7,1,1
Blount,Tennessee,14,28.5,63.3,28.2,31,28.5,8.7,10323,14887,2922,65.8,34.6,1,2
Bradley,Tennessee,19,31.6,77.2,28.9,30.9,20.4,10.3,10696,10675,2642,72.8,32.6,1,2
Campbell,Tennessee,35,-1111.1,-1111.1,22.8,32.4,-1111.1,17.1,6423,5766,2671,46.7,17.2,1,1
Cannon,Tennessee,60,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.2,1820,1736,378,30,22.5,1,2
Carroll,Tennessee,30,30.5,-1111.1,32.7,-1111.1,25.9,11.8,3705,5285,1271,51.5,27.5,2,2
Carter,Tennessee,24,40.9,65.7,29,32,28.3,12.1,7403,6992,2104,42.5,20.4,1,2
Cheatham,Tennessee,48,29.9,-1111.1,-1111.1,24.4,-1111.1,5.6,3722,3037,818,41.4,7.8,2,1
Chester,Tennessee,65,19.3,-1111.1,-1111.1,-1111.1,-1111.1,6,1931,1744,388,31.4,18.8,1,2
Claiborne,Tennessee,52,-1111.1,88.4,-1111.1,-1111.1,25,6.5,4867,4244,2048,45.1,16.1,1,2
Clay,Tennessee,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1413,894,322,25,25,1,2
Cocke,Tennessee,53,28.2,-1111.1,-1111.1,-1111.1,26.6,12.4,5747,4725,1678,45.8,17.2,1,2
Coffee,Tennessee,28,33.9,74.4,21.4,36.7,22.6,9.5,6406,7523,1500,80.6,49.1,2,2
Crockett,Tennessee,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2488,2245,479,27.4,20.6,2,2
Cumberland,Tennessee,50,28.5,71.8,28.7,34.4,24.9,7.5,6427,10037,1600,77.9,23.4,1,2
Davidson,Tennessee,3,27.9,69.6,23.4,27,22.4,7.5,67956,61686,12079,151.4,65.7,1,2
Decatur,Tennessee,64,-1111.1,-1111.1,10.7,-1111.1,-1111.1,15.3,1710,1791,395,59.9,25.7,2,2
DeKalb,Tennessee,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.4,2607,2508,667,60.3,21.9,1,2
Dickson,Tennessee,29,37.1,-1111.1,24.9,32.8,32.3,7.3,5292,5321,1177,61,30.5,2,2
Dyer,Tennessee,50,33.1,76.5,29.4,38.9,32.8,9.9,4966,4866,1475,76.7,37,2,2
Fayette,Tennessee,33,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.8,3848,2808,751,26.1,8.7,1,1
Fentress,Tennessee,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.1,3254,2411,1093,40.8,5.8,1,1
Franklin,Tennessee,28,35.8,78.4,24.6,37.1,36.3,5.1,4793,5605,1154,68.3,19.5,2,2
Gibson,Tennessee,50,38.2,77.4,28.6,36.6,34.9,7.3,5725,8053,1789,62.3,35.3,2,2
Giles,Tennessee,30,36.3,-1111.1,-1111.1,29.9,27.1,8.7,3629,4164,943,61.4,27.3,2,1
Grainger,Tennessee,41,-1111.1,-1111.1,16.4,-1111.1,-1111.1,4.4,2971,2854,1073,4.5,9,1,2
Greene,Tennessee,22,43.2,71.1,29.3,33.2,27.3,10.6,7814,9773,2868,73.5,27.6,2,2
Grundy,Tennessee,69,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.5,2694,2023,739,27.4,20.5,1,1
Hamblen,Tennessee,19,41.6,71.4,25.9,32.3,26.6,13.3,7559,7484,2094,90.2,50.1,1,2
Hamilton,Tennessee,4,27.3,67.4,25.2,27,22,8.6,35600,42765,8304,129,59.2,1,2
Hancock,Tennessee,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1232,836,296,29.8,0,1,1
Hardeman,Tennessee,69,-1111.1,-1111.1,-1111.1,-1111.1,20.5,12.9,3896,3448,1172,21.3,28.4,1,1
Hardin,Tennessee,73,34.7,-1111.1,-1111.1,-1111.1,31.8,10,4117,3706,1052,42.4,30.9,1,2
Hawkins,Tennessee,32,42.1,70.3,18.3,27,24.6,10.1,6274,6961,2367,40.9,16,1,2
Haywood,Tennessee,76,-1111.1,-1111.1,-1111.1,-1111.1,18.6,9.1,3553,2245,591,50.9,40.7,1,1
Henderson,Tennessee,60,-1111.1,-1111.1,18.5,24.7,26.7,3.5,2882,3722,1052,34.1,22.7,2,1
Henry,Tennessee,49,39.2,-1111.1,34.4,28.5,22.9,10.6,4285,5522,1213,66.6,38.1,2,2
Hickman,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.7,2979,2741,776,16.8,21,2,1
Houston,Tennessee,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1162,1261,283,25,25,2,1
Humphreys,Tennessee,39,-1111.1,-1111.1,14.2,-1111.1,-1111.1,11.1,2299,2750,532,32.9,11,2,2
Jackson,Tennessee,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1815,1317,421,18.1,18.1,1,1
Jefferson,Tennessee,28,39.2,-1111.1,25.2,28.9,38.5,11.2,5713,7190,1893,43.4,24.8,1,2
Johnson,Tennessee,73,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2594,2742,974,38.6,16.6,1,1
Knox,Tennessee,4,25.6,69.3,22.4,25.7,23.5,9,38623,48351,10476,142,52.6,1,2
Lake,Tennessee,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,980,963,282,26.4,13.2,1,2
Lauderdale,Tennessee,69,38.5,-1111.1,-1111.1,-1111.1,-1111.1,7.1,3737,3268,1043,26.1,18.7,2,1
Lawrence,Tennessee,30,37.3,71.4,32.7,34.9,34.7,13.3,5012,6378,1561,43.8,19.5,2,2
Lewis,Tennessee,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,1674,1356,390,26.2,26.2,2,1
Lincoln,Tennessee,30,39.4,75.6,31.7,34,31.3,8.4,3681,4880,830,61.7,21.6,2,2
Loudon,Tennessee,28,27.5,72.8,25.6,26.7,25.9,13,4403,7518,1421,46.1,25.4,1,2
McMinn,Tennessee,32,33.6,67.8,24.7,38.7,27.2,10.1,6558,6839,1818,72.1,33.1,2,2
McNairy,Tennessee,64,-1111.1,76.1,20.6,24.1,28.1,7.9,3199,4230,1272,55.4,23.7,2,2
Macon,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.8,2965,2364,705,23.2,13.9,1,2
Madison,Tennessee,22,30.3,68.6,30.3,28.1,19.5,7.4,11841,10952,2708,144.3,57.9,2,2
Marion,Tennessee,32,38.8,-1111.1,27.8,-1111.1,25.6,13.7,3140,3360,1068,43.2,14.4,2,2
Marshall,Tennessee,30,34.7,-1111.1,-1111.1,-1111.1,-1111.1,9,3020,3257,752,28.2,24.7,2,1
Maury,Tennessee,19,30.7,68,25.8,23.8,26.7,8,8490,8868,1883,77.3,36.7,2,2
Meigs,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.6,1537,1395,498,17.2,8.6,1,1
Monroe,Tennessee,32,34.5,73.3,-1111.1,28,32.5,9.1,5651,5248,1606,34.7,16.2,1,2
Montgomery,Tennessee,15,24.7,68.3,20,25.2,27.1,6.6,17192,10643,2376,56.4,42.1,2,2
Moore,Tennessee,37,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,596,491,78,16.6,0,2,2
Morgan,Tennessee,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.4,2460,1941,816,14.9,14.9,1,1
Obion,Tennessee,30,41.9,69.8,27.5,37.2,29.6,4.3,4023,5149,1203,59,34.1,2,2
Overton,Tennessee,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,2750,2830,908,63.3,14.6,1,2
Perry,Tennessee,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,1159,326,26.4,13.2,1,2
Pickett,Tennessee,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,829,690,209,0,0,1,2
Polk,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.2,2077,2557,831,69,25.1,1,2
Putnam,Tennessee,19,26.2,69.9,20.1,27.2,28.9,6.6,8159,9549,2541,78.1,39.1,1,2
Rhea,Tennessee,32,31.3,-1111.1,-1111.1,22.5,28.5,10.5,3525,4223,1068,26.7,33.4,1,2
Roane,Tennessee,50,34.9,75.7,25.5,36.4,23.9,10.1,5454,8441,2364,43.5,28.4,2,2
Robertson,Tennessee,45,32.8,65.4,28.1,22.6,24.6,7.8,6110,6354,1397,46.4,21.5,2,2
Rutherford,Tennessee,12,26.6,68.4,25.1,26.9,24.6,7.3,19275,14304,3484,53.1,27.9,1,2
Scott,Tennessee,69,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,3799,2342,1333,41.2,9.1,1,2
Sequatchie,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7,1572,1185,455,47.3,7.9,2,2
Sevier,Tennessee,19,30.9,71.1,30.5,27.3,28.5,11.7,10677,9899,2280,56.8,20.2,1,2
Shelby,Tennessee,3,32,72.1,27.8,28.6,21.3,7.7,135915,86276,20361,116.1,61.7,1,2
Smith,Tennessee,60,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2071,2322,561,53.6,10.7,1,2
Stewart,Tennessee,59,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,1504,1841,466,23.1,23.1,1,1
Sullivan,Tennessee,14,33.7,65,25,36.4,23.8,11.9,16357,25153,5924,141.4,58.9,1,2
Sumner,Tennessee,12,28.9,69.1,21.8,24.6,28.4,9.1,13942,13949,2957,62.8,31,2,2
Tipton,Tennessee,33,40.5,78,30.6,32.5,36.8,9.4,6457,5167,1285,32.1,25,2,2
Trousdale,Tennessee,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,959,824,253,26.1,13,1,2
Unicoi,Tennessee,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1882,3182,904,56.9,11.4,1,2
Union,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,2715,1653,724,10.5,10.5,1,1
Van Buren,Tennessee,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,573,556,174,0,0,1,1
Warren,Tennessee,32,-1111.1,-1111.1,24.7,33.8,30.7,8.5,5644,5582,1441,52.8,27.7,1,2
Washington,Tennessee,14,34.5,74.1,21.3,27.8,27.6,8.1,12153,15795,3972,255.1,50.7,1,2
Wayne,Tennessee,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.2,2242,2006,593,41.4,17.7,1,2
Weakley,Tennessee,30,26,-1111.1,26.3,36.9,26.5,8.7,4189,4537,940,59.3,32.6,2,2
White,Tennessee,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,3468,3733,987,45.4,24.7,1,2
Williamson,Tennessee,12,17.8,67.2,15.2,20.2,17.2,5.6,11660,11884,1369,144.5,45.6,2,2
Wilson,Tennessee,45,22.6,71.6,24,27.5,29.1,7.1,8813,8675,1795,41.8,20.9,2,2
Anderson,Texas,8,29.6,81.3,-1111.1,-1111.1,27.9,10.1,7081,6521,1170,58.5,39,2,2
Andrews,Texas,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2343,1581,260,70.6,31.4,2,2
Angelina,Texas,23,38.4,80.9,35.7,-1111.1,26.2,8.9,14269,10120,2546,56.4,35.6,2,2
Aransas,Texas,73,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16,4521,3835,514,44.6,16.2,2,1
Archer,Texas,38,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1144,969,103,11,0,2,1
Armstrong,Texas,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,339,363,33,0,0,2,1
Atascosa,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.5,9030,3803,829,34.7,11.6,1,1
Austin,Texas,40,-1111.1,88.3,-1111.1,-1111.1,12.5,8.1,3865,3789,369,23,15.3,2,1
Bailey,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1665,1017,91,74.3,44.6,1,2
Bandera,Texas,59,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3106,2628,353,20,10,2,1
Bastrop,Texas,33,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.3,9100,6239,1075,28.6,15.7,2,1
Baylor,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.9,778,935,110,52,26,2,2
Bee,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,5576,2994,587,33.5,24.3,1,1
Bell,Texas,6,27.3,76.4,25.3,20,31,7.9,40668,20751,3534,121.1,53.1,2,2
Bexar,Texas,1,26.1,77.9,30.6,25.5,19.5,9.1,278220,144155,26490,94.6,61.2,1,2
Blanco,Texas,58,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1400,2755,244,32.9,32.9,2,1
Borden,Texas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,109,-2222,-2222,0,0,2,1
Bosque,Texas,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2899,3242,409,33.2,22.2,2,2
Bowie,Texas,23,32.5,79.5,24.8,-1111.1,28.5,5.8,13480,11441,2428,102.6,46.3,2,2
Brazoria,Texas,15,25.2,76.4,32,25.3,22.8,3.8,38780,22281,3364,85.5,25.9,1,2
Brazos,Texas,7,20.4,77.1,19.1,25.6,16.1,3.5,26643,10548,1437,102.4,39,1,2
Brewster,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1937,1264,138,66.1,22,2,2
Briscoe,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,471,351,26,0,0,2,1
Brooks,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2386,1184,196,13,0,1,1
Brown,Texas,36,22.2,-1111.1,-1111.1,-1111.1,24.3,14.3,6519,5790,1099,64.7,31,1,2
Burleson,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2869,2605,356,23.2,11.6,2,1
Burnet,Texas,49,28.9,-1111.1,20.7,-1111.1,-1111.1,6.7,5769,5645,549,52.8,28.8,2,2
Caldwell,Texas,52,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.5,5905,3731,594,35.6,16.4,1,1
Calhoun,Texas,42,17,-1111.1,-1111.1,-1111.1,9.7,9.3,4121,2672,363,72.8,19.4,2,2
Callahan,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.1,2242,2137,304,7.4,14.8,2,2
Cameron,Texas,5,39.2,80.2,32,23.2,13.9,10.2,104791,33261,4846,61.9,16.7,1,2
Camp,Texas,73,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2437,1989,377,81.7,24.5,2,2
Carson,Texas,56,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,810,963,82,0,15.2,1,1
Cass,Texas,36,30.3,85.2,-1111.1,-1111.1,-1111.1,11.2,4938,5162,1087,39.8,36.5,2,2
Castro,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2165,963,88,26.2,26.2,1,1
Chambers,Texas,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4021,1815,338,10.6,7,2,1
Cherokee,Texas,35,19,-1111.1,19.8,-1111.1,-1111.1,3,9215,5705,1012,45.4,22.7,2,2
Childress,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1152,1054,133,91.2,26.1,2,2
Clay,Texas,58,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1506,1321,158,26.6,0,2,2
Cochran,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,991,536,69,0,0,1,2
Coke,Texas,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,645,715,62,0,0,2,1
Coleman,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1849,1983,244,34.6,23.1,2,1
Collin,Texas,10,17.1,79.7,20.7,20.5,15,3.3,63811,27487,3537,86.4,27.3,1,2
Collingsworth,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,630,591,59,0,33.7,2,1
Colorado,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.5,3464,3448,327,67.5,28.9,2,2
Comal,Texas,18,26,84,25.4,-1111.1,23.2,8.4,11396,12430,1432,67.7,36.5,2,2
Comanche,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3036,2510,276,51.1,21.9,1,2
Concho,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,547,459,85,0,26.8,2,2
Cooke,Texas,34,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.4,5708,5001,615,30.9,20.6,2,2
Coryell,Texas,20,18.3,91.4,21.8,-1111.1,-1111.1,9.8,10293,4671,779,11.9,21.1,2,1
Cottle,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,420,418,34,0,0,2,2
Crane,Texas,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,638,437,70,26.1,26.1,2,1
Crockett,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,828,506,61,0,25.4,2,1
Crosby,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1753,1006,134,29.9,15,1,1
Culberson,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,856,302,42,0,38.1,2,1
Dallam,Texas,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1404,1156,112,64.8,32.4,2,2
Dallas,Texas,1,27.8,76.2,22.5,25.1,20,6.6,404920,182026,30711,85.4,51.1,1,2
Dawson,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3220,2004,264,35.1,14,1,1
Deaf Smith,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4493,2140,292,32.4,21.6,1,1
Delta,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,938,846,149,0,36.5,2,1
Denton,Texas,10,22.2,80.1,23.3,17.3,17.3,4.6,57081,21368,3911,54.3,22.7,2,2
DeWitt,Texas,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3388,2971,394,29.3,14.6,2,2
Dickens,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,477,499,59,0,0,2,1
Dimmit,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3152,1196,233,28.9,9.6,1,2
Donley,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,857,804,77,25.7,0,2,1
