CHSI_County_Name,CHSI_State_Name,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare (elderly age 65+),Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
Duval,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3073,1734,327,0,0,1,1
Eastland,Texas,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.3,3653,3666,474,43.5,21.7,1,2
Ector,Texas,7,28.4,79.4,29.5,-1111.1,23.7,9.3,25485,13575,2362,98.1,27.1,2,2
Edwards,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,651,1310,113,50.3,0,2,2
Ellis,Texas,15,24.4,74.8,23.9,21.8,25.5,6.1,17121,11293,1995,51.7,21.7,2,2
El Paso,Texas,3,24.4,77.4,23.6,19.3,18.7,8.1,185007,68710,10418,58.9,25.2,1,2
Erath,Texas,49,-1111.1,-1111.1,-1111.1,-1111.1,15.3,6.2,6371,4389,603,52.8,35.2,2,2
Falls,Texas,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3455,2435,443,11.3,22.7,2,1
Fannin,Texas,49,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.4,4431,4775,799,15.1,9.1,1,1
Fayette,Texas,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.6,3002,4673,410,35.5,39.9,2,2
Fisher,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,843,845,74,48.9,24.5,2,1
Floyd,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1782,1116,104,83.6,41.8,1,2
Foard,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,346,340,37,0,0,2,1
Fort Bend,Texas,10,19.5,81.1,15.2,22,15,4.1,57540,19167,2971,78.1,28.3,1,2
Franklin,Texas,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1779,1307,148,49,19.6,2,2
Freestone,Texas,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2803,2530,428,26.6,31.9,2,2
Frio,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4122,1580,333,36.6,18.3,1,1
Gaines,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4105,1421,215,13.6,13.6,2,1
Galveston,Texas,6,24.9,79,28.6,28.4,27.4,9.3,41377,28053,4649,133.3,34.6,1,2
Garza,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,998,680,92,0,20,2,2
Gillespie,Texas,59,-1111.1,-1111.1,18.5,-1111.1,16,5.8,2947,4985,317,121.3,30.3,2,2
Glasscock,Texas,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,-2222,-2222,0,0,2,1
Goliad,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1181,1003,130,0,28.2,2,1
Gonzales,Texas,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4474,2934,436,45.9,20.4,1,2
Gray,Texas,63,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.2,3283,3832,410,37.2,27.9,2,2
Grayson,Texas,6,28,71.3,23.7,-1111.1,29.2,7.1,15958,16387,2628,56.5,36.8,2,2
Gregg,Texas,6,27.9,77,24.1,28.9,25.2,9.3,18617,17194,2827,89.1,62.3,2,2
Grimes,Texas,68,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3899,2894,424,31.8,19.8,1,2
Guadalupe,Texas,23,25,-1111.1,23.6,-1111.1,24,11.1,15357,9729,1430,36.9,16.5,2,2
Hale,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,7678,4651,623,33.1,19.3,1,2
Hall,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1077,741,83,27,0,2,1
Hamilton,Texas,61,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1513,1451,143,74,61.7,2,2
Hansford,Texas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1048,806,57,19.1,0,2,1
Hardeman,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,909,887,104,46.6,23.3,2,2
Hardin,Texas,29,-1111.1,-1111.1,24.5,-1111.1,19.3,9.5,6640,6053,1068,25.5,21.6,1,1
Harris,Texas,1,26.5,74.7,22.6,22.2,18.8,5.9,676637,255791,41846,84.8,43,1,2
Harrison,Texas,8,38.5,-1111.1,31,-1111.1,24,5.4,10366,6744,1329,37.8,22.1,2,2
Hartley,Texas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,652,-2222,-2222,0,0,2,2
Haskell,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1427,1342,118,18,36.1,2,2
Hays,Texas,20,19.7,78.8,26.1,19.4,17.4,7,14944,8441,1177,48.2,23.3,2,2
Hemphill,Texas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,405,429,35,87.7,0,2,2
Henderson,Texas,24,32.2,75.6,25.4,-1111.1,22.6,9.9,13132,8872,1357,45,18.7,2,2
Hidalgo,Texas,3,33.6,78,31.1,18.7,15.7,7.1,192253,50494,7924,52,12.5,1,2
Hill,Texas,35,22.3,-1111.1,-1111.1,-1111.1,16.6,8.5,5948,5457,869,36.7,16.9,2,2
Hockley,Texas,67,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.1,4464,2695,418,48.3,21.9,1,2
Hood,Texas,30,-1111.1,-1111.1,29.4,-1111.1,-1111.1,12,6307,8046,795,43.8,23,2,2
Hopkins,Texas,34,23.5,-1111.1,22.4,-1111.1,22.9,11.1,5718,4547,747,62.9,30,2,2
Houston,Texas,70,-1111.1,77.7,-1111.1,-1111.1,-1111.1,6.3,3944,3975,594,38.8,34.5,2,2
Howard,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.6,6071,4519,757,55.3,40,2,2
Hudspeth,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1265,307,47,30.3,0,2,1
Hunt,Texas,23,20.7,-1111.1,-1111.1,-1111.1,-1111.1,8.8,12581,9315,1932,31.5,24.2,1,2
Hutchinson,Texas,40,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.9,3450,3610,418,40,35.6,2,2
Irion,Texas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,298,220,34,0,0,2,1
Jack,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1311,1154,127,33.1,22.1,2,2
Jackson,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.6,2324,1953,280,20.9,41.8,2,1
Jasper,Texas,34,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,5659,4874,920,53.4,30.9,2,2
Jeff Davis,Texas,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,492,354,39,43.4,43.4,2,1
Jefferson,Texas,7,35.7,75.3,30.3,35.5,20.5,11.1,41667,32321,5686,75.5,49.3,1,2
Jim Hogg,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1229,742,98,39.8,0,1,1
Jim Wells,Texas,52,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,9254,5061,963,39.1,14.7,1,2
Johnson,Texas,15,27.5,78.1,25.7,28.1,25,9.1,19076,13941,2468,39.6,20.5,2,1
Jones,Texas,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3357,2348,363,20.3,15.2,2,1
Karnes,Texas,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2651,2224,316,32.6,26.1,2,1
Kaufman,Texas,23,-1111.1,79.3,16.2,-1111.1,30.1,9.4,11867,11780,2121,34.8,11.2,1,2
Kendall,Texas,55,-1111.1,-1111.1,-1111.1,-1111.1,9.4,4.2,3546,4011,299,136.3,62.9,2,2
Kenedy,Texas,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,120,-2222,-2222,0,0,2,1
Kent,Texas,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,191,15,0,0,2,1
Kerr,Texas,49,27.6,-1111.1,16.4,-1111.1,20.5,4.1,7507,10691,930,109.7,53.8,2,2
Kimble,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,965,794,79,43.6,21.8,2,2
King,Texas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,36,-2222,-2222,0,0,2,1
Kinney,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,814,696,55,0,0,1,1
Kleberg,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6993,3186,517,45.5,39,1,2
Knox,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,981,850,72,26.4,26.4,2,2
Lamar,Texas,35,38.4,-1111.1,28.6,-1111.1,28.6,9.9,8209,7276,1342,56.4,40.3,2,2
Lamb,Texas,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3355,2348,265,27.6,27.6,1,1
Lampasas,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3008,2562,359,40.7,20.3,2,1
La Salle,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1544,679,128,0,16.6,1,1
Lavaca,Texas,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9,2805,4474,467,63.4,31.7,2,2
Lee,Texas,40,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,2427,2002,212,6.1,18.2,2,1
Leon,Texas,61,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2650,3495,489,12.2,18.4,1,1
Liberty,Texas,23,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,12191,7944,1707,31.9,16,2,1
Limestone,Texas,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,4243,3257,918,30.8,17.6,2,2
Lipscomb,Texas,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,564,532,43,0,32.2,2,1
Live Oak,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1905,1230,158,17.1,17.1,2,1
Llano,Texas,61,-1111.1,-1111.1,10.8,-1111.1,-1111.1,-1111.1,2705,4375,392,98.7,21.9,2,2
Loving,Texas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,-2222,-2222,0,0,2,1
Lubbock,Texas,7,26.7,75.6,25.5,32.1,24.7,8.4,46251,26339,4399,118.1,40.4,1,2
Lynn,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1520,891,116,32.1,32.1,2,1
McCulloch,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1777,1580,180,50.3,25.1,2,2
McLennan,Texas,7,26,72.9,26.2,29.2,22.2,7.2,38780,26506,4562,73.9,33.4,1,2
McMullen,Texas,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,172,-2222,-2222,0,0,2,1
Madison,Texas,71,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2076,1539,205,30.4,30.4,1,1
Marion,Texas,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2151,1573,304,9.1,9.1,2,1
Martin,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,970,531,94,45.5,22.8,2,2
Mason,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,879,831,66,25.8,25.8,2,1
Matagorda,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,21.5,9.4,7975,4640,659,55.5,26.4,2,2
Maverick,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,17347,5320,892,43,2,1,2
Medina,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,7264,4287,731,30.2,20.9,1,1
Menard,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,622,496,48,0,90.9,2,1
Midland,Texas,6,25.2,-1111.1,23.2,19.1,20.5,6.2,21240,12947,1715,62.6,36.3,1,2
Milam,Texas,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,4520,3959,525,15.8,19.7,2,1
Mills,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1044,996,124,19.1,19.1,1,1
Mitchell,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1517,1300,178,31.9,10.6,2,2
Montague,Texas,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3116,3773,544,40.7,25.4,2,2
Montgomery,Texas,4,23.1,78.3,24.9,22.3,17.1,7.4,44481,27848,4184,64.3,22,1,2
Moore,Texas,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4063,1940,203,29.5,24.6,2,2
Morris,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2394,2568,403,30.9,38.7,2,1
Motley,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,279,299,17,0,0,1,1
Nacogdoches,Texas,8,34.5,81.9,27.8,-1111.1,25.6,9.8,10555,7002,1346,81,28.1,1,2
Navarro,Texas,36,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,8323,6093,1295,37,28.8,2,2
Newton,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2547,1733,409,34.9,7,1,2
Nolan,Texas,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3197,2647,377,13.4,33.6,2,2
Nueces,Texas,5,28.6,76.8,30.9,28.6,23.8,9.4,66072,33835,6314,96.7,40,2,2
Ochiltree,Texas,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1619,1010,109,42.6,42.6,2,2
Oldham,Texas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,472,334,31,0,0,2,1
Orange,Texas,23,26.3,76.4,31.6,-1111.1,32.3,10,12108,10928,2113,27.1,29.4,1,2
Palo Pinto,Texas,36,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,5356,3980,515,43.7,32.8,2,2
Panola,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,3291,3233,565,34.8,17.4,2,1
Parker,Texas,45,26.5,70.8,23.8,18.7,22.5,7.5,12466,9353,1225,28.2,18.5,2,2
Parmer,Texas,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2298,1161,112,30.8,20.5,1,1
Pecos,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3365,1627,254,44.1,12.6,1,2
Polk,Texas,49,-1111.1,88.4,25.4,-1111.1,26.3,9,6404,12665,1649,47.2,15,2,1
Potter,Texas,7,30.6,82,17.8,24,26.7,8.3,23372,20307,3091,139.3,38.4,1,2
Presidio,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2342,1277,115,13,0,2,1
Rains,Texas,64,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1706,1387,251,8.8,8.8,2,1
Randall,Texas,45,23.7,79.4,30.7,27.1,22.7,7.8,14183,4613,378,75.4,41.8,2,2
Reagan,Texas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,673,315,52,66.8,33.4,2,2
Real,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,835,721,89,33,0,1,2
Red River,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2999,2559,436,22.1,29.5,2,1
Reeves,Texas,86,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3269,1591,259,43,25.8,2,1
Refugio,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1571,1301,174,26.2,26.2,2,1
Roberts,Texas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,75,-2222,-2222,0,0,2,1
Robertson,Texas,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3238,2468,379,6.2,18.5,1,1
Rockwall,Texas,48,-1111.1,-1111.1,-1111.1,-1111.1,10.5,3.5,5844,4013,495,55.6,28.6,2,2
Runnels,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2228,2097,259,36.4,18.2,2,1
Rusk,Texas,34,-1111.1,-1111.1,27.3,-1111.1,19.2,4.7,7542,5761,900,41.7,22.9,2,2
Sabine,Texas,62,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1682,2804,458,19.2,28.8,2,1
San Augustine,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1673,1627,325,44.9,33.7,2,1
San Jacinto,Texas,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4126,2524,519,8.1,12.1,2,1
San Patricio,Texas,8,29.1,-1111.1,28.9,-1111.1,20.1,10.4,13954,7673,1416,24.6,26,1,2
San Saba,Texas,87,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1348,1048,99,0,16.5,1,1
Schleicher,Texas,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,638,403,60,36.5,0,2,2
Scurry,Texas,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2631,2406,301,67.8,37,2,2
Shackelford,Texas,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,612,581,56,63.2,31.6,1,1
Shelby,Texas,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.2,5078,3904,742,45.5,15.2,1,2
Sherman,Texas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,620,389,24,33.3,0,2,1
Smith,Texas,6,33.2,78,28.1,27.7,21,9.6,29066,25094,3865,120.2,45.1,2,2
Somervell,Texas,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1145,843,103,79.2,13.2,2,2
Starr,Texas,8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20668,5260,936,21.3,3.3,1,1
Stephens,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1872,1559,218,52.3,31.4,1,1
Sterling,Texas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,239,164,18,0,0,2,1
Stonewall,Texas,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,283,361,23,72.9,0,2,1
Sutton,Texas,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,722,493,53,47.5,23.7,2,1
Swisher,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1720,1367,128,25.5,25.5,1,1
Tarrant,Texas,1,24.9,77.2,22.6,25.2,21.2,6.9,233178,122287,18859,57.1,35.2,1,2
Taylor,Texas,6,22.8,79.5,27,30.8,23,9.9,21022,16181,2664,81.6,49.6,2,2
Terrell,Texas,88,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,261,212,22,0,0,1,1
Terry,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2847,1828,229,40.3,8.1,2,2
Throckmorton,Texas,84,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,280,340,30,61.8,0,2,2
Titus,Texas,34,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5641,3256,485,57.7,37.4,2,2
Tom Green,Texas,6,25.1,80.1,19.8,-1111.1,19.2,4.9,18827,13937,2196,64.7,40.5,1,2
Travis,Texas,3,19.2,73.1,18.7,16.3,19.6,5.8,116218,55548,9630,97.4,45.6,1,2
Trinity,Texas,70,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2599,2889,447,20.9,20.9,2,1
Tyler,Texas,71,-1111.1,-1111.1,12.1,-1111.1,16.5,2.1,3225,3315,605,29.1,29.1,2,1
Upshur,Texas,34,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.1,6277,5522,978,26.4,10.6,2,1
Upton,Texas,83,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,689,459,71,65.4,0,2,1
Uvalde,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7199,3435,487,40.8,22.3,1,2
Val Verde,Texas,51,-1111.1,-1111.1,-1111.1,-1111.1,14.8,15.7,11793,4233,546,50.4,16.8,1,2
Van Zandt,Texas,49,26.6,-1111.1,20,-1111.1,24.3,5.7,7796,7403,1159,9.5,21,2,1
Victoria,Texas,23,30.9,-1111.1,30.3,-1111.1,28.7,11.4,15461,10257,1710,85.2,38.5,2,2
Walker,Texas,8,23.7,-1111.1,24.4,-1111.1,22,8.2,7862,5419,697,43,43,2,2
Waller,Texas,52,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6090,2794,427,14.4,14.4,1,1
Ward,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1878,1516,262,29.3,19.5,2,1
Washington,Texas,49,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.5,3888,4911,673,60.3,38.1,2,2
Webb,Texas,7,29.9,78.1,23.8,14.1,24.3,6.8,62201,16045,2284,41.8,10.7,1,2
Wharton,Texas,33,-1111.1,-1111.1,-1111.1,-1111.1,15.6,11.8,7845,5636,679,57.8,45.7,2,2
Wheeler,Texas,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,871,1041,111,104.2,41.7,2,2
Wichita,Texas,6,28.8,84.3,26.7,28.9,20.6,7.7,18033,16858,2605,105.6,59.6,1,2
Wilbarger,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2572,2175,361,72,28.8,2,2
Willacy,Texas,68,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6140,2250,371,24.5,14.7,1,2
Williamson,Texas,12,22.3,75.8,22.3,19.1,19.9,5.1,32417,19823,2372,52.5,15.6,1,2
Wilson,Texas,33,21.1,-1111.1,-1111.1,-1111.1,19.3,5.8,5454,3318,588,24,13.3,2,1
Winkler,Texas,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1305,934,155,29.9,29.9,2,1
Wise,Texas,29,26.6,-1111.1,28,-1111.1,23.4,8.3,7423,4992,780,26.5,15.9,2,2
Wood,Texas,49,26.3,81.4,24.8,-1111.1,26.9,9.2,6330,7518,1040,41.6,19.6,2,2
Yoakum,Texas,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1694,855,121,27,13.5,2,1
Young,Texas,43,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3261,3408,439,61.1,44.4,2,2
Zapata,Texas,74,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3605,1200,173,29.9,7.5,1,1
Zavala,Texas,66,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4137,1335,287,25.4,8.5,1,1
Beaver,Utah,82,26.5,-1111.1,17.1,-1111.1,13.2,3.5,958,828,104,64.5,32.2,2,2
Box Elder,Utah,47,19.3,86.7,26,27.6,10.7,4.7,5413,4749,509,40.9,47.4,1,2
Cache,Utah,45,16.5,77.2,18.4,15.8,6.2,5,13809,6835,704,51,51,2,2
Carbon,Utah,42,26.3,84.2,22.1,29.1,19.4,6.6,3218,2706,587,61.7,56.6,1,2
Daggett,Utah,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,122,-2222,-2222,0,0,2,1
Davis,Utah,12,14.8,80.2,19.7,18,9.7,4.9,25115,18425,2144,56.7,38.4,2,2
Duchesne,Utah,86,24.9,85.8,24.5,27.4,19.6,5.8,2816,1644,332,71.6,39.1,2,2
Emery,Utah,80,21.5,81.6,23.6,21.7,19.6,5.2,1697,1131,222,0,9.3,1,1
Garfield,Utah,83,-1111.1,-1111.1,16.8,-1111.1,-1111.1,4.8,956,712,67,22.4,44.7,1,2
Grand,Utah,83,19.9,72.3,17.6,23.9,22.9,7.1,1687,1046,165,125.8,45.8,2,2
Iron,Utah,33,18.3,79.8,17.8,27.9,15.3,5.8,6802,3391,556,36.5,44.4,1,2
Juab,Utah,78,22.6,88.3,24.8,-1111.1,17.5,5.4,1220,828,139,54.9,21.9,2,2
Kane,Utah,83,14.2,-1111.1,-1111.1,-1111.1,18.8,5.1,1127,1066,112,64.5,16.1,2,2
Millard,Utah,80,26.5,84.7,22.9,27.1,12.3,6,2387,1436,168,73.3,65.1,2,1
Morgan,Utah,38,11.4,-1111.1,-1111.1,-1111.1,10.2,3.3,643,717,47,63.2,12.6,2,1
Piute,Utah,85,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,341,272,32,0,0,2,1
Rich,Utah,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,262,20,0,0,1,1
Salt Lake,Utah,2,17.3,78.6,20.1,20.2,13.6,5.2,129028,72189,11102,98.8,52.8,1,2
San Juan,Utah,86,22.1,81.5,19.3,23.4,8.3,5.7,2819,1075,189,42.5,42.5,1,1
Sanpete,Utah,42,18.7,81.2,19.4,22.9,10.7,6.1,4685,2441,365,62.4,41.6,2,2
Sevier,Utah,42,24.4,86.4,20.4,23.7,15.5,4.1,3222,2516,347,36.1,56.7,2,2
Summit,Utah,47,12.9,73.9,10.2,14.3,8.7,2.4,4433,1655,170,125.7,28.6,2,2
Tooele,Utah,77,22.4,81.9,25.2,26.5,16.9,7.6,5555,3033,454,31.2,17.5,2,1
Uintah,Utah,77,24.7,81.5,24.5,20.1,20.1,7.1,4626,2506,413,40.7,25.9,2,2
Utah,Utah,4,16.1,79.3,18.5,15.7,6.3,4.7,54327,24572,3676,51.2,37,1,2
Wasatch,Utah,38,17,75.9,18.1,22.9,9.3,3.5,2114,1342,170,36.9,42.2,2,2
Washington,Utah,21,17.3,75.3,19.3,21.7,9.9,5.4,16267,14795,1424,51.3,47.1,1,2
Wayne,Utah,82,-1111.1,-1111.1,14.4,-1111.1,7.4,4.9,626,370,32,0,40.8,1,2
Weber,Utah,12,20.1,81.3,21.8,20,14.6,5.7,26123,20295,2864,59.8,61.7,1,2
Addison,Vermont,28,18.6,68.8,19.7,24.8,19.5,5.8,3220,4013,581,124.4,27.1,2,2
Bennington,Vermont,30,21.4,71.4,19.2,25.7,19.5,6.9,3494,5878,1043,127,73,2,2
Caledonia,Vermont,33,21.8,73.2,21.1,25.4,21.4,6,3349,4182,788,88.7,49.3,1,2
Chittenden,Vermont,11,14.9,66.3,15.8,20,17.1,4.2,10177,14577,2501,240,68.2,1,2
Essex,Vermont,41,26,73.9,22.1,19.8,26.2,7.3,793,1056,266,45.4,30.3,1,2
Franklin,Vermont,29,24.1,76.1,22.6,23.4,24,6.3,4252,4769,1062,60.5,27.1,1,2
Grand Isle,Vermont,37,18.4,69.2,21.3,26.9,15.3,4.2,598,919,143,51.9,13,1,2
